player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
ke'shawnvaughn,RB,65,RB65,1.7,4000.0
kylejuszczyk,RB,66,RB66,1.6,4000.0
jordanmason,RB,68,RB68,1.3,4800.0
craigreynolds,RB,69,RB69,1.3,4600.0
chrisrodriguezjr.,RB,70,RB70,1.0,4000.0
chrisevans,RB,71,RB71,0.9,4600.0
patrickricard,RB,72,RB72,0.7,4000.0
emanuelwilson,RB,73,RB73,0.7,4000.0
tonyjonesjr.,RB,74,RB74,0.6,4000.0
d'ernestjohnson,RB,75,RB75,0.6,4000.0
c.j.ham,RB,76,RB76,0.6,4000.0
isaiahspiller,RB,77,RB77,0.6,4000.0
dareogunbowale,RB,78,RB78,0.5,4000.0
deejaydallas,RB,79,RB79,0.5,4000.0
kenenwangwu,RB,80,RB80,0.4,4000.0
deucevaughn,RB,82,RB82,0.0,4000.0
hunterluepke,RB,83,RB83,0.0,4000.0
coreyclement,RB,85,RB85,0.0,4000.0
jashauncorbin,RB,87,RB87,0.0,4000.0
anthonymcfarlandjr.,RB,92,RB92,0.0,4000.0
keithsmith,RB,94,RB94,0.0,4000.0
elijahdotson,RB,96,RB96,0.0,4000.0
melvingordon,RB,98,RB98,0.0,4000.0
godwinigwebuike,RB,99,RB99,0.0,4000.0
adamprentice,RB,100,RB100,0.0,4000.0
deonjackson,RB,101,RB101,0.0,4000.0
jonathanward,RB,102,RB102,0.0,4000.0
emaridemercado,RB,103,RB103,0.0,4400.0
seantucker,RB,106,RB106,0.0,4000.0
tyriondavis-price,RB,107,RB107,0.0,4000.0
amon-rast.brown,WR,2,WR2,19.2,8300.0
ceedeelamb,WR,3,WR3,18.6,8500.0
ja'marrchase,WR,4,WR4,18.2,8600.0
keenanallen,WR,5,WR5,18.6,8800.0
brandonaiyuk,WR,7,WR7,14.9,7100.0
mikeevans,WR,8,WR8,14.7,7200.0
deandrehopkins,WR,9,WR9,14.4,6000.0
dkmetcalf,WR,11,WR11,14.3,6800.0
chrisolave,WR,12,WR12,14.2,6400.0
tankdell,WR,14,WR14,14.1,5500.0
terrymclaurin,WR,15,WR15,13.7,5800.0
diontaejohnson,WR,16,WR16,13.6,5400.0
tylerlockett,WR,17,WR17,13.6,6100.0
christiankirk,WR,19,WR19,13.3,6000.0
marquisebrown,WR,20,WR20,13.0,5200.0
chrisgodwin,WR,21,WR21,13.0,6700.0
deebosamuel,WR,22,WR22,13.0,6200.0
calvinridley,WR,24,WR24,12.9,5600.0
jordanaddison,WR,25,WR25,12.8,5900.0
amaricooper,WR,26,WR26,12.1,6300.0
drakelondon,WR,28,WR28,11.7,5500.0
tylerboyd,WR,30,WR30,11.6,4600.0
georgepickens,WR,31,WR31,11.2,5100.0
jahandotson,WR,33,WR33,10.7,5000.0
zayflowers,WR,35,WR35,10.4,5700.0
jaxonsmith-njigba,WR,37,WR37,10.2,4100.0
michaelthomas,WR,38,WR38,9.8,4500.0
christianwatson,WR,39,WR39,9.8,4900.0
romeodoubs,WR,40,WR40,9.7,5300.0
noahbrown,WR,41,WR41,9.0,3700.0
rashidshaheed,WR,42,WR42,8.9,4300.0
quentinjohnston,WR,44,WR44,8.3,4100.0
brandincooks,WR,45,WR45,8.3,4200.0
rondalemoore,WR,46,WR46,8.3,3000.0
jaydenreed,WR,48,WR48,8.1,3800.0
elijahmoore,WR,49,WR49,8.1,3600.0
odellbeckhamjr.,WR,50,WR50,7.8,3800.0
wan'dalerobinson,WR,51,WR51,7.7,3700.0
michaelwilson,WR,53,WR53,7.4,3500.0
joshreynolds,WR,55,WR55,7.3,3800.0
brandonpowell,WR,57,WR57,7.1,3200.0
dariusslayton,WR,59,WR59,7.0,3200.0
michaelgallup,WR,60,WR60,6.9,3500.0
kylephilips,WR,61,WR61,6.9,3000.0
treypalmer,WR,62,WR62,6.8,3200.0
nickwestbrook-ikhine,WR,63,WR63,6.7,3400.0
robertwoods,WR,64,WR64,6.6,4000.0
rashodbateman,WR,65,WR65,6.3,3200.0
curtissamuel,WR,66,WR66,5.8,3900.0
jamesonwilliams,WR,67,WR67,5.9,3400.0
jalinhyatt,WR,69,WR69,5.4,3000.0
trentonirwin,WR,71,WR71,5.3,3000.0
vanjefferson,WR,72,WR72,5.2,3300.0
khadarelhodge,WR,73,WR73,4.9,3400.0
jalentolbert,WR,75,WR75,4.6,3300.0
jamisoncrowder,WR,76,WR76,4.5,3400.0
cedrictillman,WR,77,WR77,4.4,3000.0
allenrobinson,WR,80,WR80,4.2,3000.0
jakebobo,WR,81,WR81,4.2,3200.0
donovanpeoples-jones,WR,82,WR82,4.2,3000.0
jalenguyton,WR,84,WR84,3.8,3000.0
dontayvionwicks,WR,85,WR85,3.7,3300.0
jauanjennings,WR,86,WR86,3.7,3900.0
nelsonagholor,WR,88,WR88,3.4,3000.0
kalifraymond,WR,90,WR90,3.2,3100.0
dyamibrown,WR,91,WR91,3.1,3000.0
calvinaustin,WR,92,WR92,3.0,3000.0
deriusdavis,WR,93,WR93,3.0,3100.0
chrismoore,WR,94,WR94,3.0,3000.0
isaiahhodgins,WR,95,WR95,2.8,3000.0
deventhompkins,WR,97,WR97,2.8,3000.0
k.j.osborn,WR,98,WR98,2.9,4200.0
trishtonjackson,WR,101,WR101,2.7,3000.0
andreiiosivas,WR,103,WR103,2.4,3000.0
jamalagnew,WR,104,WR104,2.4,3000.0
byronpringle,WR,105,WR105,2.4,3000.0
johnmetchie,WR,106,WR106,2.3,3000.0
parriscampbell,WR,107,WR107,2.3,3000.0
zachpascal,WR,108,WR108,2.2,3000.0
kavontaeturpin,WR,109,WR109,2.1,3000.0
timjones,WR,111,WR111,2.1,3000.0
rakimjarrett,WR,113,WR113,1.7,3000.0
gregdortch,WR,114,WR114,1.7,3000.0
jalennailor,WR,115,WR115,1.6,3000.0
ray-raymccloud,WR,116,WR116,1.6,3200.0
simifehoko,WR,117,WR117,1.6,3000.0
lawrencecager,WR,118,WR118,1.5,2500.0
devinduvernay,WR,119,WR119,1.5,3000.0
xavierhutchinson,WR,120,WR120,1.3,3000.0
lynnbowdenjr.,WR,121,WR121,1.3,3000.0
a.t.perry,WR,127,WR127,0.9,3000.0
sterlingshepard,WR,128,WR128,0.9,3000.0
antoinegreen,WR,129,WR129,0.8,3000.0
milesboykin,WR,133,WR133,0.4,3000.0
n'kealharry,WR,135,WR135,0.2,3000.0
coltondowell,WR,138,WR138,0.0,3000.0
ronniebell,WR,141,WR141,0.0,3000.0
charliejones,WR,142,WR142,0.0,3000.0
malikheath,WR,143,WR143,0.0,3000.0
deeeskridge,WR,144,WR144,0.0,3000.0
shedrickjackson,WR,146,WR146,0.0,3000.0
elijahcooks,WR,147,WR147,0.0,3000.0
tylanwallace,WR,148,WR148,0.0,3000.0
austinwatkinsjr.,WR,149,WR149,0.0,3000.0
darekeyoung,WR,150,WR150,0.0,3000.0
gunnerolszewski,WR,152,WR152,0.0,3000.0
samlaporta,TE,1,TE1,13.8,5700.0
t.j.hockenson,TE,2,TE2,13.0,5000.0
markandrews,TE,4,TE4,12.9,6900.0
daltonschultz,TE,5,TE5,12.3,4900.0
georgekittle,TE,6,TE6,12.0,6100.0
evanengram,TE,7,TE7,11.4,4500.0
jakeferguson,TE,8,TE8,10.3,4600.0
treymcbride,TE,9,TE9,10.1,3500.0
loganthomas,TE,11,TE11,9.6,3800.0
kylepitts,TE,12,TE12,9.5,4100.0
taysomhill,TE,13,TE13,8.8,5100.0
jonnusmith,TE,14,TE14,8.1,3600.0
davidnjoku,TE,15,TE15,8.0,4000.0
cadeotton,TE,17,TE17,7.6,3400.0
geraldeverett,TE,18,TE18,7.2,3900.0
lukemusgrave,TE,19,TE19,7.1,3700.0
juwanjohnson,TE,22,TE22,6.7,3100.0
irvsmithjr.,TE,23,TE23,5.7,2700.0
donaldparhamjr.,TE,25,TE25,5.5,3200.0
danielbellinger,TE,26,TE26,5.2,3000.0
noahfant,TE,28,TE28,4.8,2800.0
connorheyward,TE,29,TE29,4.5,2900.0
colbyparkinson,TE,34,TE34,3.7,2500.0
tannerhudson,TE,36,TE36,2.5,2500.0
johnbates,TE,37,TE37,2.3,2500.0
fostermoreau,TE,39,TE39,2.3,2500.0
josholiver,TE,40,TE40,2.2,2900.0
drewsample,TE,41,TE41,2.2,2500.0
isaiahlikely,TE,43,TE43,2.1,2500.0
jordanakins,TE,44,TE44,2.0,2500.0
lukeschoonmaker,TE,45,TE45,2.0,2500.0
brockwright,TE,46,TE46,2.0,2500.0
willdissly,TE,47,TE47,1.9,2500.0
geoffswaim,TE,49,TE49,1.8,2500.0
darnellwashington,TE,51,TE51,1.7,2500.0
brentonstrange,TE,53,TE53,1.6,2500.0
harrisonbryant,TE,55,TE55,1.6,2500.0
lukefarrell,TE,56,TE56,1.5,2500.0
coleturner,TE,57,TE57,1.4,2500.0
josiahdeguara,TE,58,TE58,1.4,2500.0
joshwhyle,TE,60,TE60,1.3,2500.0
ericsaubert,TE,61,TE61,1.3,2500.0
stonesmartt,TE,63,TE63,1.2,2500.0
mycolepruitt,TE,64,TE64,1.2,2500.0
johnnymundt,TE,66,TE66,1.1,2500.0
paynedurham,TE,68,TE68,1.0,2500.0
tuckerkraft,TE,69,TE69,0.8,2500.0
seanmckeon,TE,70,TE70,0.6,2500.0
trevonwesco,TE,71,TE71,0.5,2500.0
rodneywilliams,TE,72,TE72,0.5,2500.0
charliekolar,TE,73,TE73,0.5,2500.0
kokieft,TE,74,TE74,0.5,2500.0
charliewoerner,TE,75,TE75,0.4,2500.0
rossdwelley,TE,76,TE76,0.4,2500.0
nickvannett,TE,77,TE77,0.3,2500.0
kevinrader,TE,78,TE78,0.3,2500.0
daltonkeene,TE,80,TE80,0.0,2500.0
jamesmitchell,TE,82,TE82,0.0,2500.0
mitchellwilcox,TE,83,TE83,0.0,2500.0
bensims,TE,84,TE84,0.0,2500.0
cowboys,DST,1,DST1,11.4,4400.0
ravens,DST,2,DST2,9.1,4000.0
steelers,DST,4,DST4,7.7,3800.0
seahawks,DST,5,DST5,7.5,4100.0
saints,DST,6,DST6,7.4,3900.0
buccaneers,DST,9,DST9,7.2,3500.0
49ers,DST,10,DST10,7.1,3600.0
browns,DST,12,DST12,6.7,3000.0
bengals,DST,13,DST13,6.2,2800.0
falcons,DST,15,DST15,6.1,3700.0
vikings,DST,18,DST18,5.8,3200.0
packers,DST,19,DST19,5.7,3400.0
titans,DST,20,DST20,5.7,3300.0
lions,DST,21,DST21,5.6,3100.0
cardinals,DST,22,DST22,5.6,2500.0
chargers,DST,23,DST23,5.6,2600.0
jaguars,DST,24,DST24,5.4,2400.0
commanders,DST,25,DST25,5.4,2900.0
texans,DST,26,DST26,5.4,2700.0
giants,DST,28,DST28,5.4,2100.0
