player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
devinsingletary,RB,26,RB26,12.8,6000.0
jamescook,RB,30,RB30,10.8,6200.0
kareemhunt,RB,32,RB32,10.2,4800.0
najeeharris,RB,34,RB34,9.3,4900.0
chubahubbard,RB,36,RB36,8.4,4800.0
ezekielelliott,RB,38,RB38,8.0,5000.0
tyjaespears,RB,39,RB39,7.8,4400.0
tylerallgeier,RB,40,RB40,7.5,4600.0
milessanders,RB,41,RB41,7.5,4400.0
roycefreeman,RB,42,RB42,7.1,4500.0
lataviusmurray,RB,45,RB45,6.8,4400.0
dameonpierce,RB,46,RB46,6.7,5500.0
samajeperine,RB,48,RB48,6.6,4600.0
jaleelmclaughlin,RB,49,RB49,5.8,4800.0
kennethgainwell,RB,50,RB50,5.5,4900.0
zackmoss,RB,51,RB51,5.4,4700.0
chaseedmonds,RB,52,RB52,5.4,4300.0
d'ernestjohnson,RB,54,RB54,5.0,4000.0
jamaalwilliams,RB,57,RB57,4.6,4200.0
clydeedwards-helaire,RB,58,RB58,4.4,4000.0
mattbreida,RB,61,RB61,3.4,4000.0
tyjohnson,RB,63,RB63,2.8,4500.0
tankbigsby,RB,66,RB66,2.4,4200.0
trayveonwilliams,RB,67,RB67,2.4,4400.0
ameerabdullah,RB,68,RB68,2.2,4300.0
cordarrellepatterson,RB,71,RB71,2.1,4200.0
pierrestrongjr.,RB,72,RB72,1.8,4000.0
zamirwhite,RB,75,RB75,1.6,4100.0
michaelcarter,RB,76,RB76,1.4,4000.0
bostonscott,RB,77,RB77,1.4,4300.0
emaridemercado,RB,79,RB79,1.1,4400.0
keaontayingram,RB,84,RB84,0.8,4100.0
leonardfournette,RB,88,RB88,0.4,4000.0
tonyjonesjr.,RB,89,RB89,0.5,4000.0
reggiegilliam,RB,92,RB92,0.3,4000.0
michaelburton,RB,93,RB93,0.3,4000.0
dareogunbowale,RB,94,RB94,0.0,4000.0
darrellhendersonjr.,RB,96,RB96,0.0,5200.0
keithsmith,RB,98,RB98,0.0,4000.0
la'micalperine,RB,99,RB99,0.0,4000.0
seantucker,RB,100,RB100,0.0,4000.0
zachevans,RB,101,RB101,0.0,4000.0
adamprentice,RB,104,RB104,0.0,4000.0
chasebrown,RB,105,RB105,0.0,4000.0
tymontgomery,RB,106,RB106,0.0,4000.0
treysermon,RB,109,RB109,0.0,4000.0
ericgray,RB,110,RB110,0.0,4000.0
godwinigwebuike,RB,111,RB111,0.0,4000.0
rashaadpenny,RB,112,RB112,0.0,4000.0
brandonbolden,RB,114,RB114,0.0,4000.0
dwaynewashington,RB,115,RB115,0.0,4000.0
a.j.brown,WR,3,WR3,19.1,9000.0
stefondiggs,WR,6,WR6,17.6,8800.0
mikeevans,WR,7,WR7,15.3,7400.0
michaelpittmanjr.,WR,8,WR8,15.0,6800.0
pukanacua,WR,9,WR9,15.0,7600.0
tankdell,WR,10,WR10,14.8,6900.0
davanteadams,WR,12,WR12,14.8,7800.0
chrisolave,WR,14,WR14,14.5,6600.0
adamthielen,WR,15,WR15,14.4,7300.0
devontasmith,WR,16,WR16,14.4,7100.0
ja'marrchase,WR,17,WR17,14.1,8300.0
nicocollins,WR,18,WR18,14.0,6400.0
christiankirk,WR,19,WR19,14.0,5700.0
calvinridley,WR,21,WR21,13.9,6000.0
cooperkupp,WR,22,WR22,13.8,8000.0
deandrehopkins,WR,25,WR25,13.4,6100.0
chrisgodwin,WR,26,WR26,13.4,6300.0
diontaejohnson,WR,30,WR30,12.1,4900.0
marquisebrown,WR,32,WR32,12.1,5200.0
joshdowns,WR,34,WR34,11.6,4800.0
drakelondon,WR,35,WR35,11.3,5000.0
courtlandsutton,WR,36,WR36,11.0,5400.0
demariodouglas,WR,38,WR38,10.7,4400.0
amaricooper,WR,39,WR39,10.5,5900.0
rashidshaheed,WR,40,WR40,10.2,4300.0
rasheerice,WR,41,WR41,10.2,5500.0
georgepickens,WR,42,WR42,10.1,4700.0
gabedavis,WR,46,WR46,10.0,5300.0
jerryjeudy,WR,48,WR48,9.5,4900.0
jakobimeyers,WR,50,WR50,9.4,5800.0
rondalemoore,WR,51,WR51,9.3,3600.0
tylerboyd,WR,52,WR52,9.3,4600.0
robertwoods,WR,53,WR53,9.1,4000.0
zayjones,WR,55,WR55,8.8,3900.0
tutuatwell,WR,56,WR56,8.6,4100.0
khalilshakir,WR,57,WR57,8.3,3600.0
justinwatson,WR,59,WR59,8.1,3000.0
elijahmoore,WR,60,WR60,8.0,3700.0
wan'dalerobinson,WR,61,WR61,7.8,3800.0
jonathanmingo,WR,65,WR65,7.1,3300.0
treypalmer,WR,68,WR68,6.7,3100.0
gregdortch,WR,70,WR70,6.4,3300.0
djcharkjr.,WR,71,WR71,6.4,3200.0
jalinhyatt,WR,73,WR73,6.4,3000.0
a.t.perry,WR,74,WR74,6.2,3200.0
marvinmimsjr.,WR,76,WR76,6.1,3400.0
marquezvaldes-scantling,WR,77,WR77,6.1,3200.0
trentonirwin,WR,78,WR78,5.9,3200.0
skyymoore,WR,80,WR80,5.7,3000.0
jujusmith-schuster,WR,81,WR81,5.5,3000.0
alecpierce,WR,82,WR82,5.5,3200.0
kylephilips,WR,83,WR83,5.5,3000.0
hunterrenfrow,WR,85,WR85,5.3,3100.0
chrismoore,WR,88,WR88,5.0,3100.0
isaiahhodgins,WR,89,WR89,4.9,3200.0
nickwestbrook-ikhine,WR,90,WR90,4.8,3000.0
cedrictillman,WR,92,WR92,4.7,3000.0
allenrobinson,WR,95,WR95,4.6,3000.0
tretucker,WR,97,WR97,4.6,3000.0
devanteparker,WR,99,WR99,4.3,3000.0
olamidezaccheaus,WR,100,WR100,4.2,3000.0
dariusslayton,WR,102,WR102,3.4,3500.0
vanjefferson,WR,103,WR103,4.0,3100.0
juliojones,WR,106,WR106,3.4,3300.0
sterlingshepard,WR,107,WR107,3.1,3000.0
khadarelhodge,WR,109,WR109,3.1,3200.0
calvinaustin,WR,111,WR111,2.9,3000.0
deventhompkins,WR,112,WR112,2.9,3000.0
deonteharty,WR,113,WR113,2.8,3000.0
isaiahmckenzie,WR,114,WR114,2.7,3100.0
parriscampbell,WR,118,WR118,2.6,3000.0
laviskashenaultjr.,WR,119,WR119,2.6,3000.0
austintrammell,WR,123,WR123,2.3,3000.0
johnmetchie,WR,125,WR125,2.3,3000.0
richiejamesjr.,WR,126,WR126,2.2,3000.0
lil'jordanhumphrey,WR,127,WR127,2.2,3000.0
kayshonboutte,WR,128,WR128,2.2,3000.0
benskowronek,WR,129,WR129,2.1,3000.0
lynnbowdenjr.,WR,130,WR130,2.1,3000.0
zachpascal,WR,131,WR131,2.0,3000.0
andreiiosivas,WR,133,WR133,1.7,3000.0
mikestrachan,WR,134,WR134,1.7,3000.0
lawrencecager,WR,135,WR135,1.6,2500.0
timjones,WR,138,WR138,1.4,3000.0
demarcusrobinson,WR,139,WR139,1.2,3000.0
trentsherfield,WR,140,WR140,1.2,3000.0
tyquanthornton,WR,142,WR142,1.1,3000.0
keithkirkwood,WR,146,WR146,0.8,3000.0
quezwatkins,WR,147,WR147,0.8,3000.0
deandrecarter,WR,150,WR150,0.4,3000.0
xavierhutchinson,WR,152,WR152,0.3,3000.0
parkerwashington,WR,153,WR153,0.2,3000.0
davidbell,WR,154,WR154,0.0,3000.0
charliejones,WR,155,WR155,0.0,3000.0
andrebaccellia,WR,156,WR156,0.0,3000.0
milesboykin,WR,160,WR160,0.0,3000.0
davidmoore,WR,162,WR162,0.0,3000.0
gunnerolszewski,WR,165,WR165,0.0,3000.0
britaincovey,WR,166,WR166,0.0,3000.0
shedrickjackson,WR,167,WR167,0.0,3000.0
djturner,WR,169,WR169,0.0,3000.0
jamesproche,WR,172,WR172,0.0,3000.0
coltondowell,WR,173,WR173,0.0,3000.0
ihmirsmith-marsette,WR,174,WR174,0.0,3000.0
chrisblair,WR,175,WR175,0.0,3000.0
andyisabella,WR,176,WR176,0.0,3000.0
traviskelce,TE,1,TE1,16.5,8200.0
treymcbride,TE,4,TE4,12.7,4700.0
daltonkincaid,TE,5,TE5,12.4,5300.0
daltonschultz,TE,7,TE7,11.2,5400.0
evanengram,TE,8,TE8,11.2,4200.0
davidnjoku,TE,10,TE10,10.6,4100.0
cadeotton,TE,13,TE13,9.0,3200.0
kylepitts,TE,15,TE15,8.0,4000.0
taysomhill,TE,16,TE16,7.7,5000.0
jonnusmith,TE,17,TE17,7.5,3400.0
hunterhenry,TE,18,TE18,7.3,3400.0
tylerhigbee,TE,19,TE19,7.1,3500.0
patfreiermuth,TE,20,TE20,6.6,2900.0
michaelmayer,TE,22,TE22,6.4,2800.0
juwanjohnson,TE,24,TE24,6.2,3000.0
tannerhudson,TE,27,TE27,5.4,2700.0
danielbellinger,TE,28,TE28,5.4,2900.0
kylengranson,TE,29,TE29,4.7,2600.0
tommytremble,TE,31,TE31,4.3,2600.0
mikegesicki,TE,32,TE32,4.3,2500.0
noahgray,TE,34,TE34,4.1,2500.0
adamtrautman,TE,35,TE35,4.0,2600.0
irvsmithjr.,TE,36,TE36,3.9,2600.0
jackstoll,TE,37,TE37,3.7,3000.0
geoffswaim,TE,42,TE42,2.8,2500.0
austinhooper,TE,44,TE44,2.4,2500.0
joshwhyle,TE,45,TE45,2.3,2500.0
drewsample,TE,51,TE51,2.0,2500.0
moalie-cox,TE,53,TE53,1.8,2500.0
stephensullivan,TE,55,TE55,1.5,2500.0
willmallory,TE,56,TE56,1.6,2500.0
brevinjordan,TE,57,TE57,1.5,2500.0
fostermoreau,TE,59,TE59,1.5,2500.0
brentonstrange,TE,60,TE60,1.4,2500.0
jordanakins,TE,61,TE61,1.3,2500.0
albertokwuegbunam,TE,62,TE62,1.3,2500.0
darnellwashington,TE,63,TE63,1.3,2500.0
pharaohbrown,TE,64,TE64,1.3,2500.0
paynedurham,TE,65,TE65,1.3,2500.0
mycolepruitt,TE,66,TE66,1.2,2500.0
quintinmorris,TE,67,TE67,1.2,2500.0
lukefarrell,TE,68,TE68,1.2,2500.0
connorheyward,TE,69,TE69,1.2,2500.0
harrisonbryant,TE,70,TE70,1.0,2500.0
elijahhiggins,TE,71,TE71,1.0,2500.0
ianthomas,TE,72,TE72,0.9,2500.0
chrismanhertz,TE,74,TE74,0.9,2500.0
trevonwesco,TE,76,TE76,0.8,2500.0
andrewbeck,TE,77,TE77,0.7,4000.0
brycenhopkins,TE,79,TE79,0.6,2500.0
blakebell,TE,81,TE81,0.5,2500.0
nateadkins,TE,82,TE82,0.5,2500.0
lucaskrull,TE,85,TE85,0.0,2500.0
davisallen,TE,86,TE86,0.0,2500.0
kokieft,TE,89,TE89,0.0,2500.0
tyreejackson,TE,90,TE90,0.0,2500.0
ericsaubert,TE,91,TE91,0.0,2500.0
kevinrader,TE,93,TE93,0.0,2500.0
noahtogiai,TE,94,TE94,0.0,2500.0
jesperhorsted,TE,95,TE95,0.0,2500.0
mitchellwilcox,TE,96,TE96,0.0,2500.0
hunterlong,TE,100,TE100,0.0,2500.0
steelers,DST,3,DST3,8.0,3700.0
chiefs,DST,4,DST4,7.8,3100.0
patriots,DST,6,DST6,7.7,3200.0
browns,DST,7,DST7,7.5,3800.0
broncos,DST,8,DST8,7.5,3200.0
titans,DST,10,DST10,7.1,3400.0
giants,DST,12,DST12,7.0,3500.0
saints,DST,14,DST14,6.3,3600.0
bengals,DST,15,DST15,6.2,3300.0
eagles,DST,16,DST16,6.2,2900.0
colts,DST,17,DST17,6.1,3400.0
panthers,DST,18,DST18,6.1,3100.0
texans,DST,20,DST20,5.9,2600.0
jaguars,DST,21,DST21,5.9,3000.0
buccaneers,DST,22,DST22,5.9,3300.0
falcons,DST,23,DST23,5.9,2900.0
rams,DST,24,DST24,5.7,2800.0
bills,DST,25,DST25,5.6,2700.0
cardinals,DST,26,DST26,5.6,3000.0
raiders,DST,31,DST31,5.2,2800.0
