player_name,player_team_id,player_position_id,rank_ecr,pos_rank,projected_points,salary
chasebrown,CIN,RB,34,RB34,10.0,4600.0
roschonjohnson,CHI,RB,35,RB35,8.9,5100.0
zachcharbonnet,SEA,RB,36,RB36,8.4,5000.0
tylerallgeier,ATL,RB,37,RB37,8.1,4800.0
jaleelmclaughlin,DEN,RB,38,RB38,7.7,4400.0
ronnierivers,LAR,RB,39,RB39,7.7,4000.0
kennethgainwell,PHI,RB,40,RB40,7.6,4800.0
samajeperine,DEN,RB,41,RB41,7.3,4500.0
alexandermattison,MIN,RB,43,RB43,6.9,5000.0
elijahmitchell,SF,RB,44,RB44,6.9,5800.0
kevinharris,NE,RB,46,RB46,6.7,4500.0
milessanders,CAR,RB,49,RB49,6.2,4300.0
la'micalperine,KC,RB,50,RB50,6.2,4400.0
clydeedwards-helaire,KC,RB,51,RB51,6.0,4900.0
jeromeford,CLE,RB,52,RB52,5.9,5600.0
ameerabdullah,LV,RB,53,RB53,5.9,4600.0
roycefreeman,LAR,RB,54,RB54,5.9,4400.0
israelabanikanda,NYJ,RB,57,RB57,5.1,4400.0
kareemhunt,CLE,RB,58,RB58,5.0,4700.0
chaseedmonds,TB,RB,59,RB59,4.9,4500.0
emaridemercado,ARI,RB,60,RB60,4.8,4600.0
cordarrellepatterson,ATL,RB,62,RB62,4.7,4200.0
michaelcarter,ARI,RB,63,RB63,4.3,4400.0
isaiahspiller,LAC,RB,66,RB66,4.0,4400.0
denericprince,KC,RB,67,RB67,4.0,4000.0
d'ernestjohnson,JAC,RB,68,RB68,3.9,4500.0
ricodowdle,DAL,RB,69,RB69,3.3,4600.0
mattbreida,NYG,RB,70,RB70,3.0,4600.0
isiahpacheco,KC,RB,73,RB73,2.3,7000.0
joshuakelley,LAC,RB,74,RB74,2.3,4200.0
zachevans,LAR,RB,75,RB75,2.1,4000.0
kylejuszczyk,SF,RB,76,RB76,2.1,4000.0
bostonscott,PHI,RB,78,RB78,2.1,4300.0
ericgray,NYG,RB,80,RB80,2.1,4000.0
johnkellyjr.,CLE,RB,81,RB81,1.9,4000.0
tyriondavis-price,SF,RB,82,RB82,1.4,4000.0
tankbigsby,JAC,RB,83,RB83,1.4,4100.0
raheemblackshear,CAR,RB,84,RB84,1.3,4000.0
trayveonwilliams,CIN,RB,85,RB85,1.1,4000.0
c.j.ham,MIN,RB,86,RB86,1.1,4000.0
hunterluepke,DAL,RB,87,RB87,0.9,4000.0
keaontayingram,KC,RB,88,RB88,1.1,4000.0
derrickgore,WAS,RB,90,RB90,0.8,4200.0
brandonbolden,LV,RB,91,RB91,0.8,4000.0
michaelburton,DEN,RB,92,RB92,0.7,4000.0
craigreynolds,DET,RB,93,RB93,0.7,4000.0
kenenwangwu,MIN,RB,95,RB95,0.4,4200.0
dalvincook,BAL,RB,96,RB96,0.4,4000.0
malikdavis,DAL,RB,97,RB97,0.3,4000.0
deejaydallas,SEA,RB,98,RB98,0.3,4000.0
khariblasingame,CHI,RB,100,RB100,0.0,4000.0
d'ontaforeman,CHI,RB,101,RB101,0.0,4800.0
adamprentice,NO,RB,102,RB102,0.0,4000.0
xazavianvalladay,NYJ,RB,103,RB103,0.0,4000.0
kendremiller,NO,RB,104,RB104,0.0,4000.0
rashaadpenny,PHI,RB,105,RB105,0.0,4000.0
christianmccaffrey,SF,RB,106,RB106,0.0,9300.0
jeremymcnichols,SF,RB,108,RB108,0.0,4000.0
kyrenwilliams,LAR,RB,109,RB109,0.0,8000.0
emanuelwilson,GB,RB,111,RB111,0.0,4000.0
jakobjohnson,LV,RB,112,RB112,0.0,4000.0
jonathanward,TEN,RB,113,RB113,0.0,4000.0
nickbawden,NYJ,RB,114,RB114,0.0,4000.0
travishomer,CHI,RB,117,RB117,0.0,4000.0
seantucker,TB,RB,118,RB118,0.0,4000.0
ceedeelamb,DAL,WR,1,WR1,22.3,9300.0
justinjefferson,MIN,WR,3,WR3,18.7,8500.0
amon-rast.brown,DET,WR,4,WR4,17.5,8600.0
a.j.brown,PHI,WR,5,WR5,16.7,8700.0
mikeevans,TB,WR,8,WR8,15.7,7400.0
dkmetcalf,SEA,WR,9,WR9,15.6,7200.0
djmoore,CHI,WR,10,WR10,15.5,7000.0
davanteadams,LV,WR,11,WR11,15.5,7900.0
chrisolave,NO,WR,12,WR12,15.4,6700.0
ja'marrchase,CIN,WR,13,WR13,15.3,7300.0
calvinridley,JAC,WR,15,WR15,13.7,6500.0
deandrehopkins,TEN,WR,16,WR16,13.3,6100.0
chrisgodwin,TB,WR,17,WR17,13.0,6300.0
jaydenreed,GB,WR,18,WR18,12.9,5700.0
tylerlockett,SEA,WR,19,WR19,12.7,5600.0
garrettwilson,NYJ,WR,20,WR20,12.4,5900.0
adamthielen,CAR,WR,21,WR21,11.8,6000.0
brandincooks,DAL,WR,23,WR23,11.3,5200.0
drakelondon,ATL,WR,24,WR24,11.3,5000.0
terrymclaurin,WAS,WR,25,WR25,11.1,5500.0
jakobimeyers,LV,WR,26,WR26,11.1,5400.0
jaxonsmith-njigba,SEA,WR,27,WR27,11.1,4800.0
pukanacua,LAR,WR,29,WR29,10.3,7800.0
jordanaddison,MIN,WR,30,WR30,10.2,5300.0
rashidshaheed,NO,WR,31,WR31,10.1,4700.0
demariodouglas,NE,WR,33,WR33,10.1,4400.0
courtlandsutton,DEN,WR,34,WR34,9.8,6400.0
wan'dalerobinson,NYG,WR,35,WR35,9.7,4200.0
michaelwilson,ARI,WR,37,WR37,9.6,4400.0
romeodoubs,GB,WR,38,WR38,9.5,5800.0
gregdortch,ARI,WR,39,WR39,9.4,4600.0
dariusslayton,NYG,WR,40,WR40,9.0,4000.0
jerryjeudy,DEN,WR,41,WR41,9.0,5100.0
curtissamuel,WAS,WR,42,WR42,9.0,4300.0
tylerboyd,CIN,WR,43,WR43,9.0,4300.0
djcharkjr.,CAR,WR,44,WR44,9.0,3700.0
k.j.osborn,MIN,WR,45,WR45,8.9,4100.0
quentinjohnston,LAC,WR,46,WR46,8.7,4000.0
cedrictillman,CLE,WR,50,WR50,8.3,3900.0
joshreynolds,DET,WR,51,WR51,8.3,3300.0
jahandotson,WAS,WR,52,WR52,8.1,3800.0
demarcusrobinson,LAR,WR,53,WR53,7.9,4500.0
devanteparker,NE,WR,54,WR54,7.4,3500.0
rondalemoore,ARI,WR,55,WR55,7.2,3900.0
parkerwashington,JAC,WR,56,WR56,7.1,3400.0
dontayvionwicks,GB,WR,57,WR57,7.1,4600.0
brandonaiyuk,SF,WR,58,WR58,7.0,7100.0
christianwatson,GB,WR,59,WR59,7.0,4700.0
deebosamuel,SF,WR,60,WR60,7.0,7600.0
tutuatwell,LAR,WR,62,WR62,6.9,3300.0
treylonburks,TEN,WR,63,WR63,6.9,3400.0
tretucker,LV,WR,65,WR65,6.8,3400.0
alexerickson,LAC,WR,66,WR66,6.8,3700.0
treypalmer,TB,WR,67,WR67,6.8,3600.0
justinwatson,KC,WR,68,WR68,6.8,3400.0
brandonjohnson,DEN,WR,69,WR69,6.5,3400.0
richiejamesjr.,KC,WR,70,WR70,6.4,3000.0
joshuapalmer,LAC,WR,71,WR71,6.4,4900.0
andreiiosivas,CIN,WR,73,WR73,6.2,3000.0
michaelgallup,DAL,WR,74,WR74,6.2,3200.0
zayjones,JAC,WR,75,WR75,6.1,3800.0
jalinhyatt,NYG,WR,76,WR76,6.1,3300.0
chrisconley,SF,WR,77,WR77,6.1,3000.0
davidbell,CLE,WR,78,WR78,6.0,3400.0
juliojones,PHI,WR,79,WR79,5.9,3900.0
kalifraymond,DET,WR,80,WR80,5.9,3000.0
bomelton,GB,WR,81,WR81,5.6,3600.0
lil'jordanhumphrey,DEN,WR,82,WR82,5.3,3300.0
elijahmoore,CLE,WR,83,WR83,5.2,4200.0
chrismoore,TEN,WR,84,WR84,5.2,3000.0
marvinmimsjr.,DEN,WR,85,WR85,5.2,3500.0
marquezvaldes-scantling,KC,WR,86,WR86,5.0,3000.0
tylerscott,CHI,WR,87,WR87,4.8,3400.0
xaviergipson,NYJ,WR,88,WR88,4.5,3500.0
ihmirsmith-marsette,CAR,WR,89,WR89,4.6,3000.0
ronniebell,SF,WR,90,WR90,4.4,3200.0
a.t.perry,NO,WR,91,WR91,4.3,3300.0
malikheath,GB,WR,92,WR92,4.2,3400.0
tyquanthornton,NE,WR,94,WR94,4.1,3000.0
mecolehardmanjr.,KC,WR,95,WR95,4.1,3000.0
jalentolbert,DAL,WR,96,WR96,4.0,3000.0
justynross,KC,WR,99,WR99,3.9,3000.0
hunterrenfrow,LV,WR,100,WR100,3.9,3000.0
jalenreagor,NE,WR,101,WR101,3.8,3300.0
timjones,JAC,WR,103,WR103,3.7,3000.0
benskowronek,LAR,WR,104,WR104,3.6,3000.0
trentonirwin,CIN,WR,105,WR105,3.5,3200.0
brandonpowell,MIN,WR,106,WR106,3.2,3000.0
jasonbrownlee,NYJ,WR,107,WR107,3.3,3200.0
olamidezaccheaus,PHI,WR,109,WR109,3.2,3000.0
jalenguyton,LAC,WR,110,WR110,2.9,3000.0
marquisegoodwin,CLE,WR,111,WR111,2.9,3000.0
jamalagnew,JAC,WR,113,WR113,2.7,3300.0
williesnead,SF,WR,114,WR114,2.8,3000.0
jamesproche,CLE,WR,115,WR115,2.6,3000.0
austintrammell,LAR,WR,116,WR116,2.6,3000.0
teehiggins,CIN,WR,117,WR117,2.4,6200.0
vanjefferson,ATL,WR,118,WR118,2.5,3100.0
taymartin,SF,WR,119,WR119,2.3,3000.0
jamesonwilliams,DET,WR,120,WR120,2.2,3900.0
tylerjohnson,LAR,WR,121,WR121,2.2,3000.0
isaiahhodgins,NYG,WR,122,WR122,2.2,3000.0
kavontaeturpin,DAL,WR,123,WR123,2.2,3000.0
khadarelhodge,ATL,WR,124,WR124,2.1,3000.0
jakebobo,SEA,WR,125,WR125,2.1,3000.0
equanimeousst.brown,CHI,WR,127,WR127,2.0,3000.0
mikestrachan,CAR,WR,129,WR129,1.9,3000.0
keelandoss,LAC,WR,130,WR130,1.8,3000.0
quezwatkins,PHI,WR,131,WR131,1.8,3400.0
jauanjennings,SF,WR,132,WR132,1.5,3800.0
byronpringle,WAS,WR,133,WR133,1.8,3000.0
jaelondarden,CLE,WR,134,WR134,1.8,3000.0
velusjonesjr.,CHI,WR,135,WR135,1.7,3000.0
elijahcooks,JAC,WR,136,WR136,1.6,3000.0
davidmoore,TB,WR,137,WR137,1.5,3000.0
deriusdavis,LAC,WR,138,WR138,1.5,3000.0
austinwatkinsjr.,CLE,WR,139,WR139,1.4,3000.0
donovanpeoples-jones,DET,WR,141,WR141,1.3,3000.0
kayshonboutte,NE,WR,142,WR142,1.3,3000.0
rasheerice,KC,WR,143,WR143,1.3,6800.0
ray-raymccloud,SF,WR,144,WR144,1.0,3000.0
jamisoncrowder,WAS,WR,145,WR145,1.1,3000.0
michaelbandy,DEN,WR,146,WR146,1.0,3000.0
cooperkupp,LAR,WR,148,WR148,1.6,8000.0
dyamibrown,WAS,WR,149,WR149,1.0,3000.0
terracemarshalljr.,CAR,WR,150,WR150,0.8,3000.0
lynnbowdenjr.,NO,WR,151,WR151,0.6,3000.0
mackhollins,ATL,WR,152,WR152,0.5,3000.0
collinjohnson,CHI,WR,153,WR153,0.5,3000.0
phillipdorsett,DEN,WR,156,WR156,0.1,3000.0
zachpascal,ARI,WR,157,WR157,0.0,3000.0
deventhompkins,TB,WR,160,WR160,0.0,3000.0
charliejones,CIN,WR,162,WR162,0.0,3000.0
masonkinsey,TEN,WR,163,WR163,0.0,3000.0
treymcbride,ARI,TE,1,TE1,13.6,6000.0
jakeferguson,DAL,TE,2,TE2,12.9,4900.0
samlaporta,DET,TE,3,TE3,12.2,6200.0
evanengram,JAC,TE,4,TE4,12.7,5400.0
dallasgoedert,PHI,TE,5,TE5,10.7,5100.0
geraldeverett,LAC,TE,7,TE7,10.2,3900.0
darrenwaller,NYG,TE,8,TE8,10.0,4700.0
tuckerkraft,GB,TE,9,TE9,9.9,3700.0
colekmet,CHI,TE,10,TE10,8.7,4500.0
juwanjohnson,NO,TE,12,TE12,8.6,3600.0
kylepitts,ATL,TE,13,TE13,8.6,4000.0
tylerconklin,NYJ,TE,16,TE16,7.3,3300.0
taysomhill,NO,TE,17,TE17,7.3,4600.0
noahgray,KC,TE,18,TE18,7.2,2500.0
loganthomas,WAS,TE,19,TE19,7.1,3200.0
jonnusmith,ATL,TE,20,TE20,7.1,2900.0
cadeotton,TB,TE,21,TE21,6.8,3100.0
tannerhudson,CIN,TE,22,TE22,6.3,3100.0
johnnymundt,MIN,TE,24,TE24,6.1,3000.0
noahfant,SEA,TE,25,TE25,6.1,2900.0
mikegesicki,NE,TE,27,TE27,6.0,2900.0
davisallen,LAR,TE,28,TE28,5.8,2500.0
harrisonbryant,CLE,TE,29,TE29,5.6,2500.0
traviskelce,KC,TE,31,TE31,5.1,6600.0
josholiver,MIN,TE,33,TE33,4.9,2900.0
georgekittle,SF,TE,34,TE34,4.9,5200.0
austinhooper,LV,TE,35,TE35,4.9,2700.0
charliewoerner,SF,TE,36,TE36,4.7,2500.0
davidnjoku,CLE,TE,37,TE37,4.5,6400.0
tommytremble,CAR,TE,38,TE38,4.3,2500.0
adamtrautman,DEN,TE,40,TE40,4.1,2800.0
hunterhenry,NE,TE,41,TE41,4.0,4100.0
lucaskrull,DEN,TE,42,TE42,3.9,2700.0
jordanakins,CLE,TE,45,TE45,3.8,2500.0
danielbellinger,NYG,TE,46,TE46,3.7,2800.0
roberttonyan,CHI,TE,47,TE47,3.5,2800.0
elijahhiggins,ARI,TE,48,TE48,3.4,2600.0
pharaohbrown,NE,TE,49,TE49,3.4,2500.0
colbyparkinson,SEA,TE,50,TE50,3.3,2600.0
blakebell,KC,TE,51,TE51,3.3,2500.0
fostermoreau,NO,TE,53,TE53,3.3,2500.0
drewsample,CIN,TE,54,TE54,3.2,2500.0
braydenwillis,SF,TE,55,TE55,2.8,2500.0
stonesmartt,LAC,TE,56,TE56,2.7,2500.0
stephensullivan,CAR,TE,57,TE57,2.7,2500.0
lukemusgrave,GB,TE,58,TE58,2.5,3800.0
willdissly,SEA,TE,59,TE59,2.4,2500.0
johnbates,WAS,TE,60,TE60,2.3,2500.0
kennyyeboah,NYJ,TE,61,TE61,2.3,2500.0
lukefarrell,JAC,TE,62,TE62,2.2,2500.0
brycenhopkins,LAR,TE,63,TE63,2.0,2500.0
peytonhendershot,DAL,TE,64,TE64,2.2,2500.0
mycolepruitt,ATL,TE,66,TE66,1.8,2500.0
mitchellwilcox,CIN,TE,67,TE67,1.5,2500.0
jimmygraham,NO,TE,69,TE69,1.4,2500.0
mattbushman,KC,TE,70,TE70,1.2,2500.0
brentonstrange,JAC,TE,71,TE71,1.4,2500.0
kevinrader,TEN,TE,72,TE72,1.0,2500.0
coleturner,WAS,TE,74,TE74,0.8,2500.0
jamesmitchell,DET,TE,75,TE75,0.8,2500.0
bensims,GB,TE,76,TE76,0.7,2500.0
zachgentry,LV,TE,77,TE77,0.5,2500.0
tylerhigbee,LAR,TE,78,TE78,1.2,3400.0
lukeschoonmaker,DAL,TE,80,TE80,0.5,2500.0
nickvannett,LAC,TE,81,TE81,0.5,2500.0
jackstoll,PHI,TE,82,TE82,0.5,2500.0
ianthomas,CAR,TE,83,TE83,0.5,2500.0
tuckerfisk,ATL,TE,85,TE85,0.4,2500.0
paynedurham,TB,TE,86,TE86,0.2,2500.0
travisvokolek,ARI,TE,87,TE87,0.0,2500.0
grantcalcaterra,PHI,TE,88,TE88,0.0,2500.0
kokieft,TB,TE,89,TE89,0.0,2500.0
trevonwesco,TEN,TE,90,TE90,0.0,2500.0
marcedeslewis,CHI,TE,91,TE91,0.0,2600.0
cowboys,DAL,DST,1,DST1,9.9,4100.0
jets,NYJ,DST,2,DST2,8.7,3700.0
patriots,NE,DST,3,DST3,8.7,3600.0
buccaneers,TB,DST,4,DST4,8.0,3900.0
eagles,PHI,DST,5,DST5,7.9,4000.0
saints,NO,DST,6,DST6,7.8,3400.0
jaguars,JAC,DST,7,DST7,7.6,3200.0
raiders,LV,DST,8,DST8,7.6,3300.0
packers,GB,DST,10,DST10,7.3,3100.0
chiefs,KC,DST,11,DST11,7.2,3300.0
browns,CLE,DST,12,DST12,7.2,3200.0
49ers,SF,DST,13,DST13,7.0,3800.0
bengals,CIN,DST,14,DST14,6.9,3000.0
lions,DET,DST,15,DST15,6.8,3100.0
broncos,DEN,DST,17,DST17,6.5,2800.0
bears,CHI,DST,19,DST19,6.2,2900.0
chargers,LAC,DST,22,DST22,5.9,2800.0
seahawks,SEA,DST,24,DST24,5.7,3500.0
titans,TEN,DST,25,DST25,5.6,2900.0
panthers,CAR,DST,26,DST26,5.6,2500.0
vikings,MIN,DST,27,DST27,5.6,2700.0
falcons,ATL,DST,28,DST28,5.6,3000.0
rams,LAR,DST,29,DST29,5.5,2600.0
cardinals,ARI,DST,30,DST30,5.5,2400.0
giants,NYG,DST,31,DST31,5.5,2300.0
commanders,WAS,DST,32,DST32,5.5,2200.0
