player_name,player_position_id,rank_ecr,pos_rank,projected_points,salary
tylerallgeier,RB,30,RB30,9.0,4700.0
tyjaespears,RB,31,RB31,9.0,4800.0
samajeperine,RB,32,RB32,8.9,4800.0
mattbreida,RB,33,RB33,7.5,5200.0
chubahubbard,RB,34,RB34,7.3,4500.0
kennethgainwell,RB,36,RB36,7.2,4800.0
jerickmckinnon,RB,37,RB37,7.1,4900.0
ezekielelliott,RB,40,RB40,6.4,4700.0
dalvincook,RB,41,RB41,6.4,5100.0
zackmoss,RB,42,RB42,6.1,5800.0
justicehill,RB,43,RB43,6.0,4400.0
devinsingletary,RB,44,RB44,5.8,4400.0
camakers,RB,46,RB46,5.2,4900.0
ronnierivers,RB,47,RB47,5.0,4600.0
clydeedwards-helaire,RB,48,RB48,4.7,4500.0
michaelcarter,RB,50,RB50,4.4,4000.0
javontewilliams,RB,52,RB52,4.2,5500.0
kendremiller,RB,54,RB54,4.1,4200.0
craigreynolds,RB,55,RB55,3.4,4400.0
melvingordon,RB,57,RB57,3.2,4600.0
emaridemercado,RB,60,RB60,3.1,4200.0
trayveonwilliams,RB,61,RB61,3.0,4600.0
garybrightwell,RB,62,RB62,2.9,4600.0
saquonbarkley,RB,64,RB64,2.4,8100.0
cordarrellepatterson,RB,66,RB66,2.0,4000.0
alecingold,RB,68,RB68,1.7,4000.0
keaontayingram,RB,69,RB69,1.6,4600.0
mikeboone,RB,70,RB70,1.3,4000.0
bostonscott,RB,71,RB71,1.1,4300.0
jahmyrgibbs,RB,72,RB72,1.1,5900.0
zonovanknight,RB,73,RB73,1.1,4000.0
tychandler,RB,74,RB74,0.9,4000.0
chasebrown,RB,75,RB75,0.9,4000.0
treysermon,RB,76,RB76,0.9,4000.0
tymontgomery,RB,77,RB77,0.7,3000.0
c.j.ham,RB,78,RB78,0.7,4000.0
salvonahmed,RB,79,RB79,0.7,4500.0
keatonmitchell,RB,80,RB80,0.7,4000.0
kenyandrake,RB,81,RB81,0.7,4300.0
adamprentice,RB,83,RB83,0.5,4000.0
patrickricard,RB,86,RB86,0.4,4000.0
chrisevans,RB,89,RB89,0.4,4200.0
ericgray,RB,91,RB91,0.4,4000.0
keithsmith,RB,92,RB92,0.3,4000.0
chrisbrooks,RB,94,RB94,0.3,4000.0
michaelburton,RB,96,RB96,0.3,4000.0
nickbawden,RB,98,RB98,0.3,4000.0
tylerbadie,RB,99,RB99,0.3,4000.0
roycefreeman,RB,100,RB100,0.3,4000.0
zachevans,RB,102,RB102,0.3,4000.0
denericprince,RB,105,RB105,0.0,4000.0
justinjefferson,WR,1,WR1,21.9,9400.0
tyreekhill,WR,2,WR2,21.4,9000.0
ja'marrchase,WR,5,WR5,18.7,7900.0
a.j.brown,WR,6,WR6,18.0,8000.0
pukanacua,WR,8,WR8,15.3,7700.0
jaylenwaddle,WR,9,WR9,15.1,7500.0
devontasmith,WR,10,WR10,15.1,7400.0
michaelpittmanjr.,WR,12,WR12,14.9,6400.0
chrisolave,WR,13,WR13,14.8,6900.0
garrettwilson,WR,14,WR14,14.1,6000.0
marquisebrown,WR,16,WR16,14.0,5000.0
nicocollins,WR,19,WR19,13.8,5600.0
cooperkupp,WR,20,WR20,13.8,8600.0
deandrehopkins,WR,21,WR21,13.5,5700.0
zayflowers,WR,23,WR23,13.3,5500.0
adamthielen,WR,26,WR26,13.1,5100.0
georgepickens,WR,27,WR27,12.8,5200.0
tankdell,WR,29,WR29,12.0,4800.0
courtlandsutton,WR,31,WR31,11.7,5400.0
jerryjeudy,WR,32,WR32,11.6,6300.0
jordanaddison,WR,34,WR34,10.7,5300.0
tylerboyd,WR,35,WR35,10.7,4500.0
michaelthomas,WR,36,WR36,10.2,4900.0
drakelondon,WR,37,WR37,10.1,4700.0
tutuatwell,WR,39,WR39,9.9,5300.0
joshreynolds,WR,40,WR40,9.9,4200.0
robertwoods,WR,42,WR42,9.8,4000.0
michaelwilson,WR,43,WR43,9.7,3700.0
rasheerice,WR,44,WR44,9.4,3600.0
joshdowns,WR,45,WR45,9.3,3700.0
wan'dalerobinson,WR,46,WR46,9.3,3000.0
rashidshaheed,WR,49,WR49,8.9,3800.0
skyymoore,WR,50,WR50,8.7,4400.0
kendrickbourne,WR,51,WR51,8.6,4600.0
k.j.osborn,WR,52,WR52,8.4,4100.0
marvinmimsjr.,WR,53,WR53,8.3,4000.0
djcharkjr.,WR,54,WR54,8.2,4000.0
calvinaustin,WR,56,WR56,8.2,3500.0
allenlazard,WR,57,WR57,8.0,3900.0
rondalemoore,WR,58,WR58,7.9,3200.0
kalifraymond,WR,60,WR60,7.4,3300.0
nickwestbrook-ikhine,WR,62,WR62,7.4,3500.0
devanteparker,WR,63,WR63,7.4,3800.0
dariusslayton,WR,64,WR64,7.2,4100.0
jamesonwilliams,WR,65,WR65,7.2,4000.0
braxtonberrios,WR,66,WR66,7.1,3600.0
kadariustoney,WR,67,WR67,7.0,4300.0
marquezvaldes-scantling,WR,68,WR68,6.9,4100.0
allenrobinson,WR,69,WR69,6.9,3400.0
justinwatson,WR,70,WR70,6.7,3400.0
alecpierce,WR,71,WR71,6.7,3400.0
jujusmith-schuster,WR,72,WR72,6.5,3500.0
jonathanmingo,WR,73,WR73,6.4,3300.0
jalinhyatt,WR,74,WR74,5.6,3600.0
mackhollins,WR,75,WR75,5.5,3300.0
vanjefferson,WR,76,WR76,5.3,3800.0
isaiahhodgins,WR,77,WR77,5.3,4500.0
terracemarshalljr.,WR,78,WR78,5.2,3600.0
nelsonagholor,WR,79,WR79,5.1,3300.0
parriscampbell,WR,80,WR80,5.0,3300.0
odellbeckhamjr.,WR,81,WR81,5.0,4200.0
demariodouglas,WR,82,WR82,5.0,3000.0
trentonirwin,WR,83,WR83,4.8,3200.0
brandonjohnson,WR,84,WR84,4.7,3200.0
rashodbateman,WR,87,WR87,4.3,4400.0
marvinjonesjr.,WR,88,WR88,4.0,3000.0
chrismoore,WR,89,WR89,4.0,3000.0
randallcobb,WR,90,WR90,3.9,3000.0
olamidezaccheaus,WR,91,WR91,3.8,3200.0
laviskashenaultjr.,WR,93,WR93,3.2,3000.0
devinduvernay,WR,97,WR97,2.9,3000.0
johnmetchie,WR,98,WR98,2.8,3100.0
isaiahmckenzie,WR,100,WR100,2.7,3000.0
zachpascal,WR,104,WR104,2.2,3000.0
justynross,WR,105,WR105,2.1,3000.0
mecolehardmanjr.,WR,106,WR106,2.0,3000.0
lil'jordanhumphrey,WR,108,WR108,1.5,3000.0
andreiiosivas,WR,110,WR110,1.4,3000.0
quezwatkins,WR,111,WR111,1.3,3500.0
kylephilips,WR,112,WR112,1.3,3000.0
khadarelhodge,WR,115,WR115,1.1,3000.0
cedrickwilsonjr.,WR,116,WR116,1.1,3000.0
xaviergipson,WR,117,WR117,1.1,3000.0
robbiechosen,WR,118,WR118,1.0,3000.0
amon-rast.brown,WR,120,WR120,0.9,7800.0
sterlingshepard,WR,124,WR124,0.6,3000.0
keithkirkwood,WR,125,WR125,0.6,3000.0
benskowronek,WR,126,WR126,0.6,3000.0
antoinegreen,WR,127,WR127,0.5,3000.0
coltondowell,WR,129,WR129,0.5,3000.0
milesboykin,WR,130,WR130,0.5,3000.0
lawrencecager,WR,133,WR133,0.3,2500.0
brandonpowell,WR,134,WR134,0.3,3000.0
kwamielassiter,WR,137,WR137,0.3,3000.0
britaincovey,WR,138,WR138,0.2,3000.0
gunnerolszewski,WR,139,WR139,0.2,3000.0
dylandrummond,WR,140,WR140,0.2,3000.0
xavierhutchinson,WR,141,WR141,0.2,3000.0
amarirodgers,WR,142,WR142,0.2,3000.0
gregdortch,WR,143,WR143,0.2,3000.0
austintrammell,WR,144,WR144,0.1,3000.0
laquontreadwell,WR,145,WR145,0.0,3000.0
lynnbowdenjr.,WR,147,WR147,0.0,3000.0
n'kealharry,WR,148,WR148,0.0,3000.0
demarcusrobinson,WR,149,WR149,0.0,3000.0
ihmirsmith-marsette,WR,150,WR150,0.0,3000.0
traviskelce,TE,1,TE1,18.6,7600.0
t.j.hockenson,TE,2,TE2,13.6,6500.0
markandrews,TE,3,TE3,13.5,5500.0
samlaporta,TE,4,TE4,11.5,5000.0
darrenwaller,TE,6,TE6,10.4,5400.0
dallasgoedert,TE,8,TE8,9.8,4200.0
zachertz,TE,9,TE9,9.3,3500.0
tylerhigbee,TE,10,TE10,9.2,4100.0
hunterhenry,TE,13,TE13,8.7,4400.0
kylepitts,TE,17,TE17,7.7,3300.0
daltonschultz,TE,18,TE18,7.7,3400.0
tylerconklin,TE,19,TE19,7.6,3200.0
jonnusmith,TE,20,TE20,6.7,2900.0
haydenhurst,TE,22,TE22,6.6,3100.0
durhamsmythe,TE,23,TE23,6.1,3000.0
kylengranson,TE,24,TE24,5.8,3000.0
taysomhill,TE,26,TE26,5.5,3900.0
adamtrautman,TE,27,TE27,5.2,2700.0
mikegesicki,TE,28,TE28,4.9,2700.0
noahgray,TE,29,TE29,4.6,2800.0
irvsmithjr.,TE,30,TE30,4.2,3100.0
treymcbride,TE,31,TE31,4.2,2500.0
darnellwashington,TE,32,TE32,3.9,2500.0
isaiahlikely,TE,33,TE33,3.7,2500.0
fostermoreau,TE,35,TE35,3.1,2500.0
tannerhudson,TE,37,TE37,2.5,2600.0
connorheyward,TE,38,TE38,2.5,2500.0
jimmygraham,TE,39,TE39,2.3,2500.0
josholiver,TE,41,TE41,2.2,2500.0
c.j.uzomah,TE,46,TE46,1.8,2500.0
moalie-cox,TE,47,TE47,1.8,2600.0
brevinjordan,TE,49,TE49,1.7,2500.0
jeremyruckert,TE,50,TE50,1.6,2500.0
brockwright,TE,51,TE51,1.4,2500.0
danielbellinger,TE,52,TE52,1.4,2500.0
pharaohbrown,TE,53,TE53,1.3,2500.0
ianthomas,TE,54,TE54,1.3,2500.0
tommytremble,TE,55,TE55,1.3,2500.0
brycenhopkins,TE,56,TE56,1.2,2500.0
joshwhyle,TE,57,TE57,1.2,2500.0
julianhill,TE,58,TE58,1.1,2500.0
mitchellwilcox,TE,59,TE59,1.1,2500.0
teaganquitoriano,TE,60,TE60,1.0,2500.0
drewsample,TE,61,TE61,0.9,2500.0
chrismanhertz,TE,62,TE62,0.7,2500.0
nateadkins,TE,64,TE64,0.7,2500.0
geoffswaim,TE,67,TE67,0.6,2500.0
trevonwesco,TE,68,TE68,0.6,2500.0
mycolepruitt,TE,69,TE69,0.5,2500.0
jackstoll,TE,70,TE70,0.5,2500.0
andrewbeck,TE,71,TE71,0.5,4000.0
blakebell,TE,72,TE72,0.5,2500.0
grantcalcaterra,TE,74,TE74,0.3,2500.0
giovanniricci,TE,77,TE77,0.3,2500.0
tylerkroft,TE,78,TE78,0.3,2500.0
charliekolar,TE,79,TE79,0.3,2500.0
johnnymundt,TE,81,TE81,0.2,2500.0
rodneywilliams,TE,83,TE83,0.0,2500.0
darrelldaniels,TE,85,TE85,0.0,2500.0
kevinrader,TE,86,TE86,0.0,2500.0
davisallen,TE,87,TE87,0.0,2500.0
albertokwuegbunam,TE,88,TE88,0.0,2500.0
ravens,DST,1,DST1,8.4,4200.0
dolphins,DST,2,DST2,8.3,3600.0
lions,DST,4,DST4,7.2,3800.0
eagles,DST,5,DST5,7.2,3900.0
saints,DST,6,DST6,7.0,3000.0
patriots,DST,9,DST9,6.7,3100.0
jets,DST,10,DST10,6.6,3100.0
chiefs,DST,12,DST12,6.2,3300.0
broncos,DST,13,DST13,6.2,3200.0
colts,DST,14,DST14,6.2,3200.0
bengals,DST,15,DST15,6.0,3700.0
texans,DST,16,DST16,5.9,3500.0
steelers,DST,17,DST17,5.9,2700.0
titans,DST,19,DST19,5.7,2400.0
falcons,DST,20,DST20,5.7,3400.0
cardinals,DST,21,DST21,5.6,2800.0
panthers,DST,25,DST25,5.4,2200.0
rams,DST,26,DST26,5.2,2600.0
vikings,DST,27,DST27,5.2,2500.0
giants,DST,28,DST28,5.2,2000.0
